name,rating,address,status,latitude,longitude,province,type
Elmvale,4.5,"25 Lawson St Box 220  Elmvale, ON L0L1P0",Public,44.579273,-79.864525,Ontario,Secondary
Napanee,4.5,"245 Belleville Rd   Napanee, ON K7R3M7",Public,44.2486624,-76.9599662,Ontario,Secondary
Thorold,4.5,"50 Ormond St N   Thorold, ON L2V1Z1",Public,43.1291667,-79.1985723,Ontario,Secondary
John Paul II,4.5,"1300 Oxford St E   London, ON N5V4P7",Catholic,43.0100732,-81.2076847,Ontario,Secondary
Sir Allan MacNab,4.5,"145 Magnolia Drive   Hamilton, ON L9C5P4",Public,43.231104,-79.9216207,Ontario,Secondary
l'Horizon,4.5,"1650 chemin Valleyview   Val Caron, ON P3N1S2",Catholic,46.596347,-81.008832,Ontario,Secondary
Nouveau Regard - Jeunesse Nord,4.5,"399 rue 8e CP 2315  Cochrane, ON P0L1C0",Catholic,0,0,Ontario,Secondary
Catholic Central,4.4,"441 Tecumseh Rd E   Windsor, ON N8X2R7",Catholic,42.29705,-83.0183257,Ontario,Secondary
Jean Vanier,4.4,"959 Midland Ave   Toronto, ON M1K4G4",Catholic,43.7378054,-79.2591045,Ontario,Secondary
Rockland,4.4,"1004 St Joseph Street   Rockland, ON K4K1P6",Public,45.5440566,-75.2847914,Ontario,Secondary
Forest Heights,4.4,"255 Fischer-Hallman Rd   Kitchener, ON N2M4X8",Public,43.4255213,-80.5224867,Ontario,Secondary
Newtonbrook,4.4,"155 Hilda Ave   Toronto, ON M2M1V6",Public,43.7934771,-79.4267937,Ontario,Secondary
W C Eaket,4.4,"147 Woodward Ave 2000  Blind River, ON P0R1B0",Public,46.1884174,-82.9473247,Ontario,Secondary
Glendale,4.4,"145 Rainbow Drive   Hamilton, ON L8K4G1",Public,43.225684,-79.7806165,Ontario,Secondary
Lakeshore,4.4,"350 Kipling Ave   Toronto, ON M8V3L1",Public,43.6016616,-79.5205512,Ontario,Secondary
Confederation,4.4,"1918 Main Street Box 1000  Val Caron, ON P3N1B4",Public,46.611762,-81.020238,Ontario,Secondary
G L Roberts,4.4,"399 Chaleur Ave   Oshawa, ON L1J1G5",Public,43.860344,-78.845775,Ontario,Secondary
Georgian Bay District,4.4,"865 Hugel Avenue   Midland, ON L4R 1X8",Public,44.7428683,-79.8997812,Ontario,Secondary
Loyalist,4.3,"153 Van Order Dr   Kingston, ON K7M1B9",Public,44.2384571,-76.5205121,Ontario,Secondary
Prince Edward,4.3,"41 Barker Street Box 1700  Picton, ON K0K2T0",Public,44.0124737,-77.1439872,Ontario,Secondary
Eastwood,4.3,"760 Weber St E   Kitchener, ON N2H1H6",Public,43.439702,-80.4608988,Ontario,Secondary
Tilbury,4.3,"97 Queen St S   Tilbury, ON N0P2L0",Public,42.2519323,-82.4332425,Ontario,Secondary
Grey Highlands,4.3," Box 460  Flesherton, ON N0C1E0",Public,0,0,Ontario,Secondary
Eastdale,4.3,"170 Wellington St   Welland, ON L3B1B3",Public,42.987066,-79.2236363,Ontario,Secondary
Jean Augustine,4.3,"500 Elbern Markell Drive   Brampton, ON L6X5L3",Public,43.6677573,-79.8263477,Ontario,Secondary
Woodroffe,4.3,"2410 Georgina Dr   Ottawa, ON K2B7M8",Public,45.362561,-75.7800898,Ontario,Secondary
Tagwi,4.2,"16750 County Road #43   Avonmore, ON K0C1C0",Public,0,0,Ontario,Secondary
Loretto,4.2,"151 Rosemount Ave   Toronto, ON M6H2N1",Catholic,43.6757002,-79.4432975,Ontario,Secondary
Michipicoten,4.2,"86 Magpie Rd 560  Wawa, ON P0S1K0",Public,47.9927409,-84.7757453,Ontario,Secondary
York Memorial,4.2,"2690 Eglinton Ave W   Toronto, ON M6M1T9",Public,43.6904741,-79.4761882,Ontario,Secondary
Smiths Falls,4.2,"299 Percy Street   Smiths Falls, ON K7A5M2",Public,44.8825711,-76.0115245,Ontario,Secondary
Stayner,4.2,"7578 Hwy 26   Stayner, ON L0M1S0",Public,44.4265539,-80.0976266,Ontario,Secondary
Norwood,4.2,"44 Elm St Box 70  Norwood, ON K0L2V0",Public,44.3828339,-77.9738237,Ontario,Secondary
East Elgin,4.2,"362 Talbot St W   Aylmer, ON N5H1K6",Public,42.7726875,-80.9917694,Ontario,Secondary
David and Mary Thomson,4.2,"2740 Lawrence Ave E   Toronto, ON M1P2S7",Public,43.7531714,-79.2592469,Ontario,Secondary
Geraldton,4.2,"500 Second St W Box 909  Geraldton, ON P0T1M0",Public,49.7214438,-86.9530346,Ontario,Secondary
Central Commerce,4.2,"570 Shaw St   Toronto, ON M6G3L6",Public,43.6574228,-79.4218311,Ontario,Secondary
Russel High,4.1,"982 North Russell Road   Russell, ON K4R1C8",Public,45.266409,-75.3644024,Ontario,Secondary
Twin Lakes,4.1,"381 Birch St   Orillia, ON L3V2P5",Public,44.593921,-79.434162,Ontario,Secondary
Pain Court,4.1,"14 rue Notre Dame C.P.100  Pain Court, ON N0P1Z0",Catholic,42.3916832,-82.2953529,Ontario,Secondary
Trenton,4.1,"15 Fourth Ave   Trenton, ON K8V5N4",Public,44.0968385,-77.5930251,Ontario,Secondary
Kapuskasing,4.1,"61 Devonshire St   Kapuskasing, ON P5N1C5",Public,49.4206235,-82.434808,Ontario,Secondary
Barton,4.1,"75 Palmer Road   Hamilton, ON L8T3G1",Public,43.2150777,-79.8398201,Ontario,Secondary
Theriault,4,"341 boulevard ThÃ©riault CP 2006  Timmins, ON P4N7K3",Catholic,0,0,Ontario,Secondary
North Hastings,4,"16 Monck St Box 190  Bancroft, ON K0L1C0",Public,45.0579474,-77.8614373,Ontario,Secondary
Montcalm,4,"1350 Highbury Ave   London, ON N5Y1B5",Public,43.0243854,-81.2167527,Ontario,Secondary
Our Lady of the Lake,3.9,"185 Glenwoods Ave   Keswick, ON L4P2W6",Catholic,44.2125538,-79.46072,Ontario,Secondary
Archbishop Romero,3.9,"99 Humber Blvd   Toronto, ON M6L2H4",Catholic,43.6802417,-79.4810226,Ontario,Secondary
Cathedral,3.9,"30 Wentworth St N   Hamilton, ON L8L8H5",Catholic,43.2530976,-79.8480815,Ontario,Secondary
Fort Frances,3.8,"440 McIrvine Rd   Fort Frances, ON P9A3T8",Public,48.6101209,-93.427508,Ontario,Secondary
C W Jefferys,3.8,"340 Sentinel Rd   Toronto, ON M3J1T9",Public,43.7583032,-79.5002222,Ontario,Secondary
Iroquois Falls,3.8,"44 Anson Dr   Iroquois Falls, ON P0K1E0",Public,48.7690957,-80.6815632,Ontario,Secondary
Ridgemont,3.8,"2597 Alta Vista Dr   Ottawa, ON K1V7T3",Public,45.3762881,-75.6600002,Ontario,Secondary
Winston Churchill,3.8,"2239 Lawrence Ave E   Toronto, ON M1P2P7",Public,43.7478641,-79.2779719,Ontario,Secondary
Roland Michener,3.8,"155 Legion Dr Postal Bag 2001  South Porcupine, ON P0N1H0",Public,48.4836853,-81.2152077,Ontario,Secondary
O'Gorman,3.7,"150 George Ave W   Timmins, ON P4N4M1",Catholic,48.4855837,-81.3399083,Ontario,Secondary
Pauline Johnson,3.7,"627 Colborne St E   Brantford, ON N3S3M8",Public,43.140473,-80.2405705,Ontario,Secondary
Sutton,3.7,"20798 Dalton Rd   Sutton West, ON L0E1R0",Public,44.3017963,-79.3624046,Ontario,Secondary
CitÃ© des Jeunes,3.6,"10 boulevard CitÃ© des Jeunes   Kapuskasing, ON P5N2K2",Catholic,0,0,Ontario,Secondary
Fellowes,3.6,"420 Bell St   Pembroke, ON K8A2K5",Public,45.8143406,-77.0939769,Ontario,Secondary
Glencoe,3.6,"3581 Concession St Box 370  Glencoe, ON N0L1M0",Public,42.7416701,-81.7134547,Ontario,Secondary
George S Henry,3.6,"200 Graydon Hall Dr   Toronto, ON M3A3A6",Public,43.7641487,-79.3400428,Ontario,Secondary
Regina Mundi,3.6,"5250 Wellington Rd South   London, ON N6E3X8",Catholic,42.8944694,-81.2021613,Ontario,Secondary
Clarke Road,3.6,"300 Clarke Rd   London, ON N5W5N4",Public,42.9997,-81.1721,Ontario,Secondary
Cedarbrae,3.6,"550 Markham Rd   Toronto, ON M1H2A2",Public,43.7563168,-79.2259063,Ontario,Secondary
Champlain,3.5,"61 chemin Brookside CP 1988  Chelmsford, ON P0M1L0",Catholic,46.572596,-81.199624,Ontario,Secondary
Jarvis,3.5,"495 Jarvis St   Toronto, ON M4Y2G8",Public,43.6658763,-79.3776114,Ontario,Secondary
Quinte,3.5,"45 College St W   Belleville, ON K8P2G3",Public,44.1752716,-77.3931788,Ontario,Secondary
Dunnville,3.5,"110 Helena St   Dunnville, ON N1A2S5",Public,42.9049432,-79.6278905,Ontario,Secondary
Runnymede,3.5,"569 Jane St   Toronto, ON M6S4A3",Public,43.663141,-79.4898306,Ontario,Secondary
Blenheim,3.4,"163 Chatham St S Box 990  Blenheim, ON N0P1A0",Public,42.333613,-81.992007,Ontario,Secondary
Kirkland Lake,3.4,"60 Allen Ave 520  Kirkland Lake, ON P2N3J5",Public,48.1490495,-80.0209309,Ontario,Secondary
Monsignor John Pereyma,3.4,"316 Conant St   Oshawa, ON L1H3S6",Catholic,43.880801,-78.843722,Ontario,Secondary
Wallaceburg,3.4,"920 Elgin St Box 160  Wallaceburg, ON N8A3E1",Public,42.5964763,-82.3914586,Ontario,Secondary
Waterford,3.4,"227 Main St S Box 370  Waterford, ON N0E1Y0",Public,42.9287222,-80.2875387,Ontario,Secondary
West Hill,3.4,"350 Morningside Ave   Toronto, ON M1E3G3",Public,43.7757537,-79.1903221,Ontario,Secondary
F J McElligott,3.4,"370 Pine St Box 1000 925179 Mattawa, ON P0H1V0",Public,0,0,Ontario,Secondary
Thomas L Kennedy,3.4,"3100 Hurontario St   Mississauga, ON L5B1N7",Public,43.5815001,-79.6206452,Ontario,Secondary
Port Colborne,3.3,"211 Elgin St   Port Colborne, ON L3K3K4",Public,42.8888284,-79.258682,Ontario,Secondary
Dante Alighieri,3.3,"60 Playfair Ave   Toronto, ON M6B2P9",Catholic,43.710359,-79.4582588,Ontario,Secondary
John Polanyi,3.3,"640 Lawrence Avenue West   Toronto, ON M6A1B1",Public,43.717651,-79.4395701,Ontario,Secondary
St Lawrence,3.2,"1450 Second Street East   Cornwall, ON K6H5Z8",Public,45.0300153,-74.6983399,Ontario,Secondary
Cornwall,3.2,"437 Sydney Street   Cornwall, ON K6H3H9",Public,45.0228752,-74.7280107,Ontario,Secondary
Northern,3.2,"175 Ethel St   Sturgeon Falls, ON P2B2Z8",Public,46.3738644,-79.9200514,Ontario,Secondary
Athens,3.2,"21 Church Street 279  Athens, ON K0E1B0",Public,44.625279,-75.947464,Ontario,Secondary
Almaguin Highlands,3.2,"21 Mountain View Road Box 250  South River, ON P0A1X0",Public,0,0,Ontario,Secondary
Westview Centennial,3.2,"755 Oakdale Rd   Toronto, ON M3N1W7",Public,43.7526794,-79.52504,Ontario,Secondary
Ã‰S Northern,3.2,"175 rue Ethel   Sturgeon Falls, ON P2B2Z8",Public,46.3738644,-79.9200514,Ontario,Secondary
North Addington,3.2,"14196 Highway 41   Cloyne, ON K0H1K0",Public,44.8172564,-77.1854805,Ontario,Secondary
Port Hope,3.1,"130 Highland Dr   Port Hope, ON L1A2A3",Public,43.9579261,-78.3085818,Ontario,Secondary
Marathon,3.1,"14 Hemlo Dr Postal Bag H  Marathon, ON P0T2E0",Public,48.7175582,-86.3718899,Ontario,Secondary
Weston,3,"100 Pine St   Toronto, ON M9N2Y9",Public,43.7037466,-79.509666,Ontario,Secondary
Downsview,3,"7 Hawksdale Rd   Toronto, ON M3K1W3",Public,43.7309472,-79.4790013,Ontario,Secondary
Westview Freedom Academy,3,"1375 California Ave   Windsor, ON N9B 2Z8",Public,42.2924474,-83.0565521,Ontario,Secondary
ChÃ¢teau-Jeunesse,3,"167 promenade Centennial CP 180  Longlac, ON P0T2A0",Public,49.7745934,-86.5304968,Ontario,Secondary
Delores D. Echum,3,"28 Amisk St 86  Moose Factory, ON P0L1W0",First Nation,51.2616901,-80.5939559,Ontario,Secondary
Ridgetown,2.9,"9 Harold St N Box 970  Ridgetown, ON N0P2C0",Public,42.4449779,-81.8821605,Ontario,Secondary
Ernestown,2.9,"50 Main St 100  Odessa, ON K0H2H0",Public,0,0,Ontario,Secondary
Safa & Marwa,2.8,"5550 Mcadam Road   Mississauga, ON L4Z1P1",Private,43.6248357,-79.6589379,Ontario,Secondary
Espanola,2.7,"147 Spruce St   Espanola, ON P5E1R7",Public,46.261636,-81.770445,Ontario,Secondary
College Avenue,2.6,"700 College Ave   Woodstock, ON N4S2C8",Public,43.124224,-80.7452519,Ontario,Secondary
Lake Superior,2.5,"19 Hudson Dr Box 730  Terrace Bay, ON P0T2W0",Public,48.7850977,-87.1023678,Ontario,Secondary
Queen Elizabeth,2.3,"15 Fair St Box 548  Sioux Lookout, ON P8T1A9",Public,50.102882,-91.9110685,Ontario,Secondary
Sir Winston Churchill,2.3,"1715 Main Street East   Hamilton, ON L8H1E3",Public,43.2374379,-79.7958327,Ontario,Secondary
Everest,2.3,"3-1136 Centre St   Thornhill, ON L4J3M8",Private,43.8091763,-79.4626781,Ontario,Secondary
White Pines,2.2,"1007 Trunk Rd   Sault Ste. Marie, ON P6A5K9",Public,46.5294592,-84.2563947,Ontario,Secondary
Sir John A Macdonald,2.1,"130 York Boulevard   Hamilton, ON L8R1Y5",Public,43.2609535,-79.8732104,Ontario,Secondary
Georges-P-Vanier,2,"100 rue Macklin N   Hamilton, ON L8S3S1",Public,43.2659867,-79.8945179,Ontario,Secondary
George Harvey,1.8,"1700 Keele St   Toronto, ON M6M3W5",Public,43.684432,-79.4734646,Ontario,Secondary
Nipigon Red Rock,1.8,"20 Frost St Postal Bag 2  Red Rock, ON P0T2P0",Public,48.9380033,-88.2591244,Ontario,Secondary
Emery,1.8,"3395 Weston Rd   Toronto, ON M9M2V9",Public,43.7482867,-79.5392578,Ontario,Secondary
Rainy River,1.7,"1 Mill Avenue 361  Rainy River, ON P0W1L0",Public,48.7193316,-94.5636481,Ontario,Secondary
Oakwood,1.5,"991 St Clair Ave W   Toronto, ON M6E1A3",Public,43.6786644,-79.4363823,Ontario,Secondary
Sir Guy Carleton,1.5,"55 Centrepointe Dr   Nepean, ON K2G5L4",Public,45.3469022,-75.7657554,Ontario,Secondary
Kipling,1.4,"380 The Westway   Toronto, ON M9R1H4",Public,43.6853339,-79.5626269,Ontario,Secondary
Arthur Voaden,1.4,"41 Flora St   St Thomas, ON N5P2X5",Public,42.7802948,-81.1881644,Ontario,Secondary
Hanmer,1.1,"4800 ave Notre-Dame 1000  Hanmer, ON P3P1X5",Public,46.6602886,-80.9448137,Ontario,Secondary
Manitouwadge,0.9,"200 Manitou Rd W   Manitouwadge, ON P0T2C0",Public,49.1171554,-85.8423399,Ontario,Secondary
Renaissance,0.6,"301 rue Shirley N   Timmins, ON P4R1N5",Public,48.4788053,-81.3794963,Ontario,Secondary
l'OdyssÃ©e,0.6,"480 ave Norman   North Bay, ON P1B0A8",Public,46.328439,-79.4384808,Ontario,Secondary
Notre-Dame,0.6,"700 rue Bristol   Woodstock, ON N4T0E4",Catholic,43.1492838,-80.7174732,Ontario,Secondary
Central,0.2,"725 Bathurst St   Toronto, ON M5S2R5",Public,43.6630892,-79.408229,Ontario,Secondary
Northern Lights,0.1,"1 Keewatin Dr Box 304  Moosonee, ON P0L1Y0",Public,51.2851485,-80.6239359,Ontario,Secondary
Cochrane,0,"453B Chalmers Avenue 2070  Cochrane, ON P0L1C0",Public,0,0,Ontario,Secondary
College Heights,0,"371 College Ave W   Guelph, ON N1G1T3",Public,43.5215217,-80.2512,Ontario,Secondary
Alexander Mackenzie,0,"1257 Michigan Ave   Sarnia, ON N7S3Y3",Public,42.999465,-82.361523,Ontario,Secondary
Bendale,0,"1555 Midland Ave   Toronto, ON M1P3C1",Public,43.7551243,-79.2656141,Ontario,Secondary
Judith Nyman,0,"1305 WILLIAMS PKY   Brampton, ON L6S3J8",Public,43.7324044,-79.7306209,Ontario,Secondary
St. Luke Catholic,0,"4 Ross St   Smiths Falls, ON K7A4L5",Catholic,44.8864833,-76.0209494,Ontario,Secondary
Thomas Fiddler Memorial,0," 8  Sandy Lake, ON P0V1V0",First Nation,53.050354,-93.3333049,Ontario,Secondary
West Credit,0,"6325 Montevideo Rd   Mississauga, ON L5N4G7",Public,43.5857315,-79.7464718,Ontario,Secondary
Loretto Abbey,6.4,"101 Mason Blvd   Toronto, ON M5M3E2",Catholic,43.7410483,-79.4105596,Ontario,Secondary
Jean-de-BrÃ©beuf,10,"3200, ch. CÃ´te Ste-Catherine   MontrÃ©al, QC H3T 1C1",PrivÃ©,45.5021657,-73.6232523,Quebec,Secondary
Jean-Eudes,10,"3535, boul. Rosemont   MontrÃ©al, QC H1X 1K7",PrivÃ©,45.5555959,-73.5792357,Quebec,Secondary
Ã‰cole d'Ã©ducation internationale,10,"720, rue Morin   McMasterville, QC J3G 1H1",Public,45.5491843,-73.226193,Quebec,Secondary
Ã‰cole internationale de MontrÃ©al,9.9,"11, chemin de la CÃ´te-Saint-Antoine   Westmount, QC H3Y 2H7",Public,45.4867775,-73.5957034,Quebec,Secondary
Pasteur,9.8,"12345, avenue de la MisÃ©ricorde   MontrÃ©al, QC H4J 2E8",PrivÃ©,45.5339933,-73.7182205,Quebec,Secondary
Sainte-Marcelline,9.8,"9155, boul. Gouin Ouest   MontrÃ©al, QC H4K 1C3",PrivÃ©,45.514728,-73.7483658,Quebec,Secondary
Saint-Sacrement,9.8,"901, rue Saint-Louis   Terrebonne, QC J6W 1K1",PrivÃ©,45.6949832,-73.6385679,Quebec,Secondary
Miss Edgar's & Miss Cramp's,9.7,"525, avenue Mount Pleasant   Westmount, QC H3Y 3H6",PrivÃ©,45.4910013,-73.5972692,Quebec,Secondary
CollÃ¨ge Saint-Louis,9.7,"50, 34e Avenue   MontrÃ©al, QC H8T 1Z2",Public,45.4335617,-73.6936623,Quebec,Secondary
Ã‰cole d'Ã©ducation internationale,9.6,"5075, chemin du Souvenir Ouest   Laval, QC H7W 1E1",Public,45.5352344,-73.7776577,Quebec,Secondary
Saint-Joseph de Hull,9.5,"174, rue Notre-Dame-de-l'ÃŽle   Gatineau, QC J8X 3T4",PrivÃ©,45.431259,-75.7104716,Quebec,Secondary
Sainte-Anne de Lachine,9.4,"1250, boulevard Saint-Joseph   MontrÃ©al, QC H8S 2M8",PrivÃ©,45.4321451,-73.6762464,Quebec,Secondary
Marcellin-Champagnat,9.3,"14, chemin des Patriotes Est   Saint-Jean-sur-Richelieu, QC J2X 5P9",PrivÃ©,45.3175267,-73.2491194,Quebec,Secondary
Saint-Hilaire,9.2,"800, rue Rouillard   Mont-Saint-Hilaire, QC J3G 4S6",PrivÃ©,45.5687841,-73.1576087,Quebec,Secondary
The Study,9.2,"3233, The Boulevard   Westmount, QC H3Y 1S4",PrivÃ©,45.4907729,-73.600489,Quebec,Secondary
Jean de la Mennais,9.1,"870, chemin De Saint-Jean   La Prairie, QC J5R 2L5",PrivÃ©,45.4135628,-73.4828342,Quebec,Secondary
Saint-Nom-de-Marie,9.1,"628, chemin de la CÃ´te-Sainte-Catherine   MontrÃ©al, QC H2V 2C5",PrivÃ©,45.5120093,-73.6130708,Quebec,Secondary
Charlemagne,9.1,"5000, rue Pilon   MontrÃ©al, QC H9K 1G4",PrivÃ©,45.4565341,-73.9178835,Quebec,Secondary
Regina Assumpta,9.1,"1750, rue Sauriol Est   MontrÃ©al, QC H2C 1X4",PrivÃ©,45.5654696,-73.6505282,Quebec,Secondary
Saint-Alexandre,9.1,"2425, rue Saint-Louis   Gatineau, QC J8V 1E7",PrivÃ©,45.4930309,-75.7501221,Quebec,Secondary
Mont-Saint-Louis,9.1,"1700, boul. Henri Bourassa Est   MontrÃ©al, QC H2C 1J3",PrivÃ©,45.5685537,-73.6581415,Quebec,Secondary
Royal West,9.1,"189, avenue Easton   MontrÃ©al-Ouest, QC H4X 1L4",Public,45.4502338,-73.6431028,Quebec,Secondary
Lucille-Teasdale,9.1,"8350, boulevard Pelletier   Brossard, QC J4X 1M8",Public,45.448737,-73.47787,Quebec,Secondary
Beaubois,8.9,"4901, rue du CollÃ¨ge-Beaubois   MontrÃ©al, QC H8Y 3T4",PrivÃ©,45.5075007,-73.7797005,Quebec,Secondary
Selwyn House,8.9,"101, chemin CÃ´te-Saint-Antoine   Westmount, QC H3Y 2H8",PrivÃ©,45.4860575,-73.5974869,Quebec,Secondary
JÃ©sus-Marie de Sillery,8.8,"2047, chemin Saint-Louis   QuÃ©bec, QC G1T 1P3",PrivÃ©,46.7777062,-71.2511284,Quebec,Secondary
Hebrew Academy,8.8,"5700, avenue Kellert   CÃ´te-Saint-Luc, QC H4W 1T4",PrivÃ©,45.4725983,-73.6617195,Quebec,Secondary
Durocher Saint-Lambert,8.7,"857, rue Riverside   Saint-Lambert, QC J4P 1C2",PrivÃ©,45.5155982,-73.517443,Quebec,Secondary
CollÃ¨ge Laval,8.7,"275, rue Laval   Laval, QC H7C 1W8",PrivÃ©,45.615048,-73.6488861,Quebec,Secondary
Mont Notre-Dame,8.7,"114, rue de la CathÃ©drale   Sherbrooke, QC J1H 4M1",PrivÃ©,45.4015696,-71.892465,Quebec,Secondary
Nouvelles FrontiÃ¨res,8.7,"250, rue Gamelin   Gatineau, QC J8Y 1W9",PrivÃ©,45.443567,-75.7487797,Quebec,Secondary
JuvÃ©nat Notre-Dame du Saint-Laurent,8.6,"30, rue du JuvÃ©nat   LÃ©vis, QC G6W 7X2",PrivÃ©,46.7621651,-71.2346913,Quebec,Secondary
Villa Maria,8.6,"4245, boul. DÃ©carie   MontrÃ©al, QC H4A 3K4",PrivÃ©,45.4805384,-73.6200758,Quebec,Secondary
Mont-Royal,8.6,"50, avenue Montgomery   Mont-Royal, QC H3R 2B3",Public,45.5129405,-73.6385753,Quebec,Secondary
Mont-Saint-Sacrement,8.6,"200, boul. St-Sacrement   Saint-Gabriel-de-Valcartier, QC G0A 4S0",PrivÃ©,46.9783677,-71.502258,Quebec,Secondary
CollÃ¨ge FranÃ§ais,8.5,"1340, boulevard Nobert   Longueuil, QC J4K 2P4",PrivÃ©,45.5079201,-73.4839231,Quebec,Secondary
CollÃ¨ge de l'Ouest de l'ÃŽle,8.5,"851, rue Tecumseh   Dollard-Des Ormeaux, QC H9B 2L2",PrivÃ©,45.4786044,-73.8150307,Quebec,Secondary
Sherbrooke,8.4,"195, rue Marquette   Sherbrooke, QC J1H 1L6",PrivÃ©,45.4026573,-71.894073,Quebec,Secondary
Externat SacrÃ©-Coeur,8.4,"535, rue LefranÃ§ois   RosemÃ¨re, QC J7A 4R5",PrivÃ©,45.6521186,-73.7875064,Quebec,Secondary
Externat Saint-Jean-Eudes,8.4,"650, ave Bourg-Royal   QuÃ©bec, QC G2L 1M8",PrivÃ©,46.8775237,-71.2433154,Quebec,Secondary
Le tandem,8.4,"20, rue de l'Ermitage   Victoriaville, QC G6P 1J5",Public,46.0596698,-71.9616444,Quebec,Secondary
De Roberval,8.4,"1370, rue De Castelnau Est   MontrÃ©al, QC H2E 1R9",Public,45.5465243,-73.6106653,Quebec,Secondary
Antoine Manseau,8.4,"20, St-Charles-BorromÃ©e Sud C.P. 410   Joliette, QC J6E 3Z9",PrivÃ©,46.0261134,-73.4518827,Quebec,Secondary
Notre-Dame-de-Lourdes,8.3,"845, chemin Tiffin   Longueuil, QC J4P 3G5",PrivÃ©,45.51521,-73.512326,Quebec,Secondary
Keranna,8.3,"6205, boul. des Chenaux   Trois-RiviÃ¨res, QC G9A 5S3",PrivÃ©,0,0,Quebec,Secondary
Loyola,8.3,"7272, rue Sherbrooke Ouest   MontrÃ©al, QC H4B 1R2",PrivÃ©,45.4576268,-73.6368824,Quebec,Secondary
Sainte-Anne de La PocatiÃ¨re,8.3,"100, 4e Avenue   La PocatiÃ¨re, QC G0R 1Z0",PrivÃ©,47.3286217,-70.040478,Quebec,Secondary
Vincent Massey,8.3,"5925, 27e Avenue   MontrÃ©al, QC H1T 3J5",Public,45.5643938,-73.572161,Quebec,Secondary
CollÃ¨ge TrinitÃ©,8.3,"1475, rang des Vingt   Saint-Bruno-de-Montarville, QC J3V 4P6",PrivÃ©,45.5416069,-73.357342,Quebec,Secondary
Esther Blondin,8.3,"101, rue Sainte-Anne   Saint-Jacques, QC J0K 2R0",PrivÃ©,45.95789,-73.5626519,Quebec,Secondary
Beth Jacob d'Rav Hirschprung,8.3,"1750, avenue Glendale   MontrÃ©al, QC H2V 1B3",PrivÃ©,45.5170233,-73.6240367,Quebec,Secondary
St. George's,8.3,"3100, Le Boulevard   MontrÃ©al, QC H3Y 1R9",PrivÃ©,45.4933563,-73.5972682,Quebec,Secondary
CollÃ¨ge FranÃ§ois-de-Laval,8.3,"6, rue de la Vieille-UniversitÃ©   QuÃ©bec, QC G1R 5X8",PrivÃ©,46.8153451,-71.2059778,Quebec,Secondary
Rivier,8.3,"343, rue St-Jacques Nord   Coaticook, QC J1A 2R2",PrivÃ©,45.1376532,-71.7966216,Quebec,Secondary
MaÃ¯monide (Jacob Safra),8.3,"1900, rue Bourdon   MontrÃ©al, QC H4M 2X7",PrivÃ©,45.5003099,-73.6734672,Quebec,Secondary
LÃ©vis,8.2,"9, rue Mgr Gosselin   LÃ©vis, QC G6V 5K1",PrivÃ©,46.8118677,-71.1797536,Quebec,Secondary
YÃ©shiva YavnÃ©,8.2,"7946, chemin Wavell   CÃ´te-Saint-Luc, QC H4W 1L7",PrivÃ©,45.4637416,-73.6610663,Quebec,Secondary
des PÃ¨res Maristes,8.2,"2315, chemin Saint-Louis   QuÃ©bec, QC G1T 1R5",PrivÃ©,46.7707637,-71.2595786,Quebec,Secondary
L'Assomption,8.2,"270, boul. l'Ange-Gardien   L'Assomption, QC J5W 1R7",PrivÃ©,45.8282301,-73.4216815,Quebec,Secondary
Notre-Dame,8.2,"56, rue Saint-Henri   RiviÃ¨re-du-Loup, QC G5R 3Z5",PrivÃ©,47.8353579,-69.5370294,Quebec,Secondary
Saint-FranÃ§ois,8.2,"4900, rue Saint-FÃ©lix   Saint-Augustin-de-Desmaures, QC G3A 0L4",PrivÃ©,46.7356067,-71.3914539,Quebec,Secondary
Lower Canada College,8.2,"4090, avenue Royal   MontrÃ©al, QC H4A 2M5",PrivÃ©,45.4711916,-73.6253614,Quebec,Secondary
Notre-Dame,8.1,"3791, chemin Queen-Mary   MontrÃ©al, QC H3V 1A8",PrivÃ©,45.4934683,-73.6216732,Quebec,Secondary
CollÃ¨ge HÃ©ritage,8.1,"270, boulevard d'Youville   ChÃ¢teauguay, QC J6J 4R6",PrivÃ©,45.3738871,-73.7533932,Quebec,Secondary
College Prep International,8.1,"7475, rue Sherbrooke Ouest   MontrÃ©al, QC H4B 1S3",PrivÃ©,45.4542688,-73.6422999,Quebec,Secondary
CollÃ¨ge de MontrÃ©al,8.1,"1931, rue Sherbrooke Ouest   MontrÃ©al, QC H3H 1E3",PrivÃ©,45.4940487,-73.5845159,Quebec,Secondary
FranÃ§ois-Bourrin,8.1,"50, avenue des Cascades   QuÃ©bec, QC G1E 2J7",PrivÃ©,46.8624687,-71.1980237,Quebec,Secondary
L'AcadÃ©mie Sainte-ThÃ©rÃ¨se,8,"425, rue Blainville Est   Sainte-ThÃ©rÃ¨se, QC J7E 1N7",PrivÃ©,45.6406096,-73.8178414,Quebec,Secondary
West Island College,8,"851, rue Tecumseh   Dollard-Des Ormeaux, QC H9B 2L2",PrivÃ©,45.4786044,-73.8150307,Quebec,Secondary
Saint-Maurice,8,"630, rue Girouard Ouest   Saint-Hyacinthe, QC J2S 2Y3",PrivÃ©,45.6313949,-72.9445281,Quebec,Secondary
